id	region	municipality	settlement	type	latitude_dd	longitude_dd
122780	Мурманская область	Городской округ ЗАТО город Заозёрск	Заозерск	г	69.40027778	32.45
48983	Псковская область	Печорский район	Печоры	г	57.81388889	27.60916667
36980	Архангельская область	Каргопольский муниципальный район	Каргополь	г	61.50527778	38.94722222
61324	Кировская область	Уржумский район	Уржум	г	57.10972222	50.00583333
146744	Нижегородская область	Володарский район	Володарск	г	56.21694444	43.15972222
58421	Республика Карелия	Беломорский	Беломорск	г	64.52305556	34.76666667
45731	Смоленская область	Ельнинский район	Ельня	г	54.57611111	33.17944444
93505	Республика Северная Осетия - Алания	Дигорский	Дигора	г	43.15666667	44.155
146114	Тульская область	Город Новомосковск	Сокольники	г	54.06888889	38.47861111
154920	Республика Дагестан	Южно-Сухокумск	Южно-Сухокумск	г	44.66027778	45.65
81792	Севастополь	Инкерман	Инкерман	г	44.61444444	33.60888889
19491	Новгородская область	Маловишерский муниципальный район	Малая Вишера	г	58.84583333	32.21777778
144606	Воронежская область	Эртильский район	Эртиль	г	51.83583333	40.79916667
150906	Новгородская область	Окуловский муниципальный район	Окуловка	г	58.39083333	33.29027778
46104	Удмуртская республика	Камбарский	Камбарка	г	56.26527778	54.19444444
128134	Кировская область	Вятскополянский район	Сосновка	г	56.25333333	51.28333333
142321	Псковская область	Опочецкий район	Опочка	г	56.71416667	28.66
20311	Алтайский край	Змеиногорский	Змеиногорск	г	51.15805556	82.18722222
60195	Вологодская область	Вытегорский район	Вытегра	г	61.00638889	36.44944444
77623	Нижегородская область	Павловский район	Ворсма	г	55.99	43.27194444
82435	Республика Ингушетия	Магас	Магас	г	43.1675	44.80916667
26274	Калужская область	Боровский	Ермолино	г	55.19722222	36.59527778
90391	Рязанская область	Михайловский район	Михайлов	г	54.2325	39.02361111
146381	Республика Хакасия	Сорск	Сорск	г	54.00027778	90.25944444
13457	Ивановская область	Заволжский район	Заволжск	г	57.49166667	42.1375
83029	Калининградская область	Неманский район	Неман	г	55.03166667	22.0325
95629	Амурская область	Завитинский	Завитинск	г	50.10638889	129.4394444
125821	Московская область	Каширский	Ожерелье	г	54.7925	38.26583333
97943	Владимирская область	Судогодский	Судогда	г	55.95	40.85638889
143914	Ленинградская область	Кингисеппский муниципальный район	Ивангород	г	59.37666667	28.22305556
123641	Республика Крым	Ленинский район	Щелкино	г	45.42361111	35.81861111
94314	Московская область	Клинский	Высоковск	г	56.32027778	36.55111111
76799	Смоленская область	Дорогобужский район	Дорогобуж	г	54.91388889	33.3025
95568	Красноярский край	Рыбинский район	Заозерный	г	55.96027778	94.70944444
27448	Кировская область	Верхнекамский район	Кирс	г	59.34	52.24138889
7416	Республика Карелия	Питкярантский	Питкяранта	г	61.57305556	31.47138889
97922	Кировская область	Лузский район	Луза	г	60.62916667	47.26111111
41927	Брянская область	Суражский район	Сураж	г	53.01416667	32.39416667
145220	Кировская область	Зуевский район	Зуевка	г	58.40333333	51.13333333
27862	Калужская область	Жуковский	Жуков	г	55.03166667	36.74638889
6078	Орловская область	Болховский	Болхов	г	53.44888889	36.00222222
142774	Иркутская область	Киренский район	Киренск	г	57.77583333	108.1108333
4165	Республика Тыва	Улуг-Хемский кожуун	Шагонар	г	51.53472222	92.92
41949	Астраханская область	Наримановский район	Нариманов	г	46.69027778	47.85361111
73337	Челябинская область	Карабашский	Карабаш	г	55.48527778	60.23611111
136178	Республика Бурятия	Закаменский район	Закаменск	г	50.37277778	103.2866667
130497	Воронежская область	Богучарский район	Богучар	г	49.93527778	40.55916667
56536	Новосибирская область	Чулымский район	Чулым	г	55.09138889	80.96333333
127341	Кировская область	Белохолуницкий район	Белая Холуница	г	58.84361111	50.85277778
58947	Республика Марий Эл	Звениговский район	Звенигово	г	55.97388889	48.01694444
149849	Республика Саха (Якутия)	Вилюйский	Вилюйск	г	63.75	121.6166667
50859	Калужская область	Боровский	Боровск	г	55.2075	36.48361111
19671	Омская область	Называевский район	Называевск	г	55.56888889	71.35027778
134315	Рязанская область	Кораблинский район	Кораблино	г	53.92472222	40.02277778
59655	Свердловская область	городской округ Верхний Тагил	Верхний Тагил	г	57.37638889	59.95166667
23867	Калининградская область	Город Пионерский	Пионерский	г	54.95166667	20.22777778
12283	Республика Татарстан	Тетюшский район	Тетюши	г	54.93666667	48.83138889
40528	Нижегородская область	Чкаловск	Чкаловск	г	56.67944444	43.06805556
84358	Пермский край	Горнозаводский район	Горнозаводск	г	58.37472222	58.33083333
140878	Вологодская область	Бабаевский район	Бабаево	г	59.38916667	35.93777778
72523	Омская область	Тюкалинский район	Тюкалинск	г	55.87055556	72.19555556
106737	Калужская область	Козельский	Сосенский	г	54.05666667	35.96222222
25302	Республика Карелия	Кемский	Кемь	г	64.95444444	34.595
36667	Забайкальский край	Балейский район	Балей	г	51.58222222	116.6380556
13156	Челябинская область	Катав-Ивановский район	Юрюзань	г	54.85472222	58.42277778
68588	Сахалинская область	городской округ Долинский	Долинск	г	47.32611111	142.7933333
135697	Саратовская область	Аркадакский район	Аркадак	г	51.93888889	43.49972222
99823	Челябинская область	Нязепетровский район	Нязепетровск	г	56.05361111	59.60972222
88669	Тверская область	Лихославльский район	Лихославль	г	57.12222222	35.46694444
65365	Липецкая область	Чаплыгинский район	Чаплыгин	г	53.24055556	39.96694444
150657	Московская область	Орехово-Зуевский	Дрезна	г	55.74138889	38.8425
150595	Ленинградская область	Волосовский муниципальный район	Волосово	г	59.44722222	29.48472222
69091	Иркутская область	Бодайбинский район	Бодайбо	г	57.85194444	114.1988889
21404	Республика Саха (Якутия)	Мирнинский	Удачный	г	66.40861111	112.2988889
77761	Тверская область	Торопецкий район	Торопец	г	56.50111111	31.63555556
101274	Свердловская область	Новолялинский городской округ	Новая Ляля	г	59.05388889	60.59444444
120785	Саратовская область	Хвалынский район	Хвалынск	г	52.495	48.10472222
90496	Нижегородская область	Уренский район	Урень	г	57.46111111	45.78333333
68407	Курганская область	Катайский район	Катайск	г	56.29083333	62.58
108662	Курганская область	Далматовский район	Далматово	г	56.26194444	62.93888889
69804	Нижегородская область	Лукояновский район	Лукоянов	г	55.03277778	44.49333333
97729	Иркутская область	Слюдянский район	Байкальск	г	51.52305556	104.1486111
63523	Волгоградская область	Камышинский район	Петров Вал	г	50.13805556	45.20916667
75519	Ленинградская область	Волховский муниципальный район	Сясьстрой	г	60.14194444	32.55666667
75727	Алтайский край	Локтевский	Горняк	г	50.99777778	81.46416667
109124	Красноярский край	Уярский район	Уяр	г	55.81305556	94.32833333
35027	Владимирская область	Камешковский	Камешково	г	56.34888889	40.99555556
56830	Калининградская область	Город Гвардейский	Гвардейск	г	54.65444444	21.07027778
153258	Республика Адыгея	Городской округ Адыгейск	Адыгейск	г	44.87833333	39.19027778
23792	Тверская область	Калязинский район	Калязин	г	57.24027778	37.855
71874	Иркутская область	Свирск	Свирск	г	53.08416667	103.3363889
64685	Калининградская область	Светлогорский район	Светлогорск	г	54.94388889	20.15138889
38462	Брянская область	Город Фокино	Фокино	г	53.45555556	34.41583333
12313	Ивановская область	Южский район	Южа	г	56.58361111	42.01194444
51375	Пермский край	Александровский район	Александровск	г	59.16305556	57.58472222
65824	Хабаровский край	Вяземский	Вяземский	г	47.53527778	134.7552778
39535	Тульская область	Белёвский район	Белев	г	53.81138889	36.13
37476	Республика Калмыкия	Лаганский район	Лагань	г	45.39305556	47.34333333
66765	Владимирская область	Гороховецкий	Гороховец	г	56.20166667	42.69111111
5137	Забайкальский край	Шилкинский район	Шилка	г	51.84944444	116.0336111
79793	Челябинская область	Ашинский район	Сим	г	54.99083333	57.69
114477	Республика Коми	МР Княжпогостский	Емва	г	62.59833333	50.88638889
65164	Московская область	Дмитровский	Яхрома	г	56.29	37.48444444
53857	Курская область	Обоянский	Обоянь	г	51.21	36.2675
135073	Владимирская область	Александровский	Струнино	г	56.375	38.58416667
140344	Владимирская область	Петушинский	Петушки	г	55.93083333	39.46
106301	Московская область	Сергиево-Посадский	Краснозаводск	г	56.44083333	38.23194444
79656	Московская область	Рузский	Руза	г	55.70138889	36.19611111
28079	Республика Тыва	Ак-Довурак	Ак-Довурак	г	51.17861111	90.59861111
104088	Волгоградская область	Николаевский район	Николаевск	г	50.02583333	45.45916667
54157	Брянская область	Трубчевский район	Трубчевск	г	52.57916667	33.76611111
46673	Мурманская область	Кольский муниципальный район	Кола	г	68.87861111	33.02611111
122879	Новосибирская область	Купинский район	Купино	г	54.36611111	77.29722222
122525	Волгоградская область	Дубовский район	Дубовка	г	49.05555556	44.82694444
101814	Московская область	Талдомский	Талдом	г	56.73083333	37.5275
84441	Ульяновская область	Новоульяновск	Новоульяновск	г	54.14472222	48.39111111
136594	Тамбовская область	Жердевский район	Жердевка	г	51.84222222	41.46166667
42805	Тульская область	Венёвский район	Венев	г	54.35416667	38.26444444
75653	Калужская область	Сухиничский	Сухиничи	г	54.10166667	35.33944444
95353	Тверская область	Кашинский район	Кашин	г	57.35833333	37.61333333
51779	Московская область	Сергиево-Посадский	Пересвет	г	56.41611111	38.17222222
113321	Волгоградская область	Палласовский район	Палласовка	г	50.05027778	46.88027778
20776	Нижегородская область	Первомайск	Первомайск	г	54.8675	43.80138889
10629	Пермский край	Очёрский район	Очер	г	57.88527778	54.71611111
105399	Новгородская область	Валдайский муниципальный район	Валдай	г	57.98027778	33.24666667
85711	Владимирская область	Меленковский	Меленки	г	55.33861111	41.63416667
60297	Новгородская область	Чудовский муниципальный район	Чудово	г	59.12111111	31.67027778
104511	Саратовская область	Краснокутский район	Красный Кут	г	50.95138889	46.96805556
72954	Калужская область	Козельский	Козельск	г	54.03472222	35.78222222
69534	Забайкальский край	Могочинский район	Могоча	г	53.73611111	119.7661111
117401	Республика Карелия	Медвежьегорский	Медвежьегорск	г	62.915	34.47305556
103910	Владимирская область	Собинский	Лакинск	г	56.01805556	39.95638889
74449	Республика Башкортостан	Агидель	Агидель	г	55.89972222	53.92194444
46397	Волгоградская область	Ленинский район	Ленинск	г	48.69361111	45.19916667
51610	Ростовская область	Цимлянский	Цимлянск	г	47.64777778	42.09305556
85768	Мурманская область	Городской округ город Полярные Зори с подведомственной территорией	Полярные Зори	г	67.37277778	32.4975
143217	Чукотский автономный округ	Анадырь	Анадырь	г	64.73472222	177.5147222
98905	Мурманская область	Городской округ ЗАТО Александровск	Снежногорск	г	69.19194444	33.23805556
19064	Чувашская республика	Цивильский район	Цивильск	г	55.825	47.39
48052	Ленинградская область	Кировский муниципальный район	Шлиссельбург	г	59.94444444	31.03333333
96732	Вологодская область	Грязовецкий район	Грязовец	г	58.87583333	40.24861111
88038	Владимирская область	Александровский	Карабаново	г	56.31333333	38.70333333
67036	Нижегородская область	Навашинский	Навашино	г	55.54388889	42.18861111
85698	Калужская область	Дзержинский	Кондрово	г	54.8075	35.92666667
99950	Республика Бурятия	Селенгинский район	Гусиноозерск	г	51.28666667	106.5230556
105963	Свердловская область	Арамильский городской округ	Арамиль	г	56.69444444	60.84444444
132652	Курская область	Город Щигры	Щигры	г	51.87611111	36.91194444
60901	Псковская область	Невельский район	Невель	г	56.02027778	29.92388889
103415	Алтайский край	Белокуриха	Белокуриха	г	51.99611111	84.98388889
99224	Ярославская область	Даниловский район	Данилов	г	58.18777778	40.17472222
57369	Республика Хакасия	Абаза	Абаза	г	52.65166667	90.08861111
29369	Оренбургская область	Ясненский городской округ	Ясный	г	51.03694444	59.87444444
145527	Ленинградская область	Бокситогорский муниципальный район	Бокситогорск	г	59.47361111	33.84777778
114961	Сахалинская область	Поронайский городской округ	Поронайск	г	49.22027778	143.0894444
136824	Кировская область	Советский район	Советск	г	57.5875	48.95944444
130223	Саратовская область	Новоузенский район	Новоузенск	г	50.46638889	48.13222222
12962	Калининградская область	Зеленоградский район	Зеленоградск	г	54.96	20.47527778
84036	Волгоградская область	Жирновский район	Жирновск	г	50.97861111	44.77888889
155551	Республика Татарстан	Мамадышский район	Мамадыш	г	55.715	51.41277778
66307	Пермский край	Кизеловский район	Кизел	г	59.04944444	57.65388889
10010	Пермский край	Красновишерский район	Красновишерск	г	60.41277778	57.08333333
72759	Тульская область	Ясногорский район	Ясногорск	г	54.47944444	37.68972222
61512	Костромская область	Город Волгореченск	Волгореченск	г	57.43944444	41.1575
81256	Саратовская область	Калининский район	Калининск	г	51.49944444	44.47111111
113602	Новгородская область	Пестовский муниципальный район	Пестово	г	58.59527778	35.80055556
22742	Мурманская область	Городской округ ЗАТО Александровск	Полярный	г	69.19888889	33.45083333
26873	Тверская область	Осташковский район	Осташков	г	57.14583333	33.11166667
128508	Ленинградская область	Выборгский муниципальный район	Светогорск	г	61.11111111	28.87277778
14798	Ульяновская область	Барышский район	Барыш	г	53.65333333	47.11805556
74475	Новосибирская область	Болотнинский район	Болотное	г	55.66944444	84.39083333
22063	Ивановская область	Приволжский район	Приволжск	г	57.38055556	41.28083333
59365	Республика Башкортостан	ЗАТО город Межгорье	Межгорье	г	54.05805556	57.83111111
102067	Тульская область	Плавский район	Плавск	г	53.70972222	37.28638889
153219	Свердловская область	Талицкий городской округ	Талица	г	57.01222222	63.73222222
118699	Хабаровский край	Бикинский	Бикин	г	46.81861111	134.255
123007	Курская область	Рыльский	Рыльск	г	51.56805556	34.68027778
104488	Свердловская область	городской округ Дегтярск	Дегтярск	г	56.69833333	60.08666667
117693	Астраханская область	Камызякский район	Камызяк	г	46.11055556	48.07333333
102385	Челябинская область	Катав-Ивановский район	Катав-Ивановск	г	54.75222222	58.19833333
13873	Красноярский край	Ужурский район	Ужур	г	55.31416667	89.83333333
104909	Красноярский край	Иланский район	Иланский	г	56.2375	96.06722222
6938	Тамбовская область	Город Кирсанов	Кирсанов	г	52.65055556	42.72861111
6529	Свердловская область	Ивдельский городской округ	Ивдель	г	60.69444444	60.42444444
142457	Челябинская область	Каслинский район	Касли	г	55.88694444	60.74222222
20178	Волгоградская область	Новоаннинский район	Новоаннинский	г	50.52972222	42.66666667
100257	Красноярский край	Кежемский район	Кодинск	г	58.60333333	99.17972222
146363	Брянская область	Город Сельцо	Сельцо	г	53.37388889	34.10583333
96247	Московская область	Звенигород	Звенигород	г	55.72972222	36.85416667
109479	Курганская область	Куртамышский район	Куртамыш	г	54.9125	64.43361111
15599	Брянская область	Почепский район	Почеп	г	52.92916667	33.45416667
86972	Кировская область	Яранский район	Яранск	г	57.30416667	47.84805556
145781	Брянская область	Жуковский район	Жуковка	г	53.53527778	33.72777778
77238	Воронежская область	Поворинский район	Поворино	г	51.19527778	42.24722222
115690	Рязанская область	Пронский район	Новомичуринск	г	54.03777778	39.74666667
11042	Забайкальский край	Петровск-Забайкальский	Петровск-Забайкальский	г	51.275	108.8466667
23059	Ленинградская область	Подпорожский муниципальный район	Подпорожье	г	60.91277778	34.15694444
141960	Мурманская область	Городской округ Ковдорский район	Ковдор	г	67.56277778	30.47388889
692	Республика Татарстан	Мензелинский район	Мензелинск	г	55.72	53.10138889
15211	Костромская область	Галичский район	Галич	г	58.38111111	42.34722222
86987	Амурская область	Райчихинск	Райчихинск	г	49.79416667	129.4113889
32682	Костромская область	Мантуровский район	Мантурово	г	58.32861111	44.75722222
80206	Владимирская область	Петушинский	Покров	г	55.91666667	39.17333333
47572	Свердловская область	Туринский городской округ	Туринск	г	58.03944444	63.69805556
147336	Тульская область	Суворовский район	Суворов	г	54.12277778	36.5
71392	Челябинская область	Кусинский район	Куса	г	55.33861111	59.43861111
1493	Свердловская область	городской округ «Нижняя Салда»	Нижняя Салда	г	58.07472222	60.7025
121011	Ростовская область	Константиновский	Константиновск	г	47.57722222	41.09666667
119309	Мурманская область	Печенгский муниципальный район	Заполярный	г	69.42611111	30.82027778
24050	Красноярский край	Бородино	Бородино	г	55.90555556	94.90222222
61481	Ульяновская область	Инзенский район	Инза	г	53.85805556	46.35722222
151968	Брянская область	Карачевский район	Карачев	г	53.12166667	34.98277778
152336	Ярославская область	Гаврилов-Ямский район	Гаврилов-Ям	г	57.30333333	39.84916667
152618	Московская область	Одинцовский	Голицыно	г	55.61444444	36.98333333
104886	Челябинская область	Пластовский район	Пласт	г	54.36333333	60.80833333
35542	Самарская область	Нефтегорский район	Нефтегорск	г	52.79722222	51.16388889
80795	Ханты-Мансийский автономный округ - Югра	Покачи	Покачи	г	61.74222222	75.59416667
45222	Астраханская область	Харабалинский район	Харабали	г	47.40944444	47.25194444
28693	Алтайский край	Яровое	Яровое	г	52.92527778	78.57277778
139572	Владимирская область	Собинский	Собинка	г	55.99388889	40.01805556
100389	Кабардино-Балкарская республика	Чегемский район	Чегем	г	43.56722222	43.58666667
99652	Хабаровский край	Николаевский	Николаевск-на-Амуре	г	53.14611111	140.7111111
150745	Иркутская область	Слюдянский район	Слюдянка	г	51.65638889	103.7186111
61897	Калининградская область	Город Гурьевский	Гурьевск	г	54.77055556	20.60388889
94073	Ленинградская область	Приозерский муниципальный район	Приозерск	г	61.03666667	30.11972222
45713	Брянская область	Стародубский район	Стародуб	г	52.58527778	32.76027778
120384	Курганская область	Петуховский район	Петухово	г	55.065	67.8875
150947	Московская область	Наро-Фоминский	Апрелевка	г	55.54527778	37.07333333
35306	Воронежская область	Калачеевский район	Калач	г	50.42416667	41.01611111
24916	Курская область	Город Льгов	Льгов	г	51.68694444	35.28
39894	Ростовская область	Зерноградский	Зерноград	г	46.84944444	40.31277778
45742	Приморский край	ЗАТО Фокино	Фокино	г	42.97083333	132.4111111
70195	Владимирская область	ЗАТО Радужный	Радужный	г	55.99611111	40.33222222
117548	Амурская область	Шимановск	Шимановск	г	51.99944444	127.6761111
107440	Владимирская область	Юрьев-Польский	Юрьев-Польский	г	56.49916667	39.68083333
136558	Красноярский край	Енисейск	Енисейск	г	58.44861111	92.16527778
63004	Республика Карелия	Сортавальский	Сортавала	г	61.70333333	30.69166667
60532	Пермский край	Нытвенский район	Нытва	г	57.93916667	55.32861111
4377	Оренбургская область	Абдулинский городской округ	Абдулино	г	53.67777778	53.64722222
6306	Волгоградская область	Среднеахтубинский район	Краснослободск	г	48.70666667	44.56305556
48905	Волгоградская область	Суровикинский район	Суровикино	г	48.60722222	42.85027778
83608	Липецкая область	Данковский район	Данков	г	53.24444444	39.14166667
147390	Архангельская область	Онежский муниципальный район	Онега	г	63.90694444	38.10027778
152873	Тверская область	Нелидовский район	Нелидово	г	56.22333333	32.77666667
138931	Белгородская область	Новооскольский район	Новый Оскол	г	50.76055556	37.86472222
39418	Республика Мордовия	Ковылкинский	Ковылкино	г	54.03916667	43.91916667
73494	Липецкая область	Лебедянский район	Лебедянь	г	53.02055556	39.13138889
70837	Саратовская область	Ершовский район	Ершов	г	51.35111111	48.27361111
121697	Рязанская область	Рыбновский район	Рыбное	г	54.72916667	39.49361111
100918	Ленинградская область	Лодейнопольский муниципальный район	Лодейное Поле	г	60.73222222	33.55222222
111551	Ленинградская область	Тосненский муниципальный район	Никольское	г	59.70444444	30.7875
67237	Республика Татарстан	Арский район	Арск	г	56.09138889	49.87694444
3613	Республика Северная Осетия - Алания	Ардонский	Ардон	г	43.17555556	44.29555556
13533	Архангельская область	Няндомский муниципальный район	Няндома	г	61.66972222	40.20444444
100203	Кабардино-Балкарская республика	Терский район	Терек	г	43.48388889	44.14027778
104408	Новосибирская область	Черепановский район	Черепаново	г	54.22055556	83.3725
104193	Ростовская область	Пролетарский	Пролетарск	г	46.70388889	41.7275
92922	Нижегородская область	Сергачский район	Сергач	г	55.52	45.48138889
84565	Челябинская область	Саткинский район	Бакал	г	54.93805556	58.80916667
121745	Липецкая область	Усманский район	Усмань	г	52.04333333	39.73611111
19494	Нижегородская область	Шахунья	Шахунья	г	57.67638889	46.61277778
45298	Республика Татарстан	Агрызский район	Агрыз	г	56.52638889	52.99527778
46636	Республика Саха (Якутия)	Алданский	Алдан	г	58.60305556	125.3844444
53164	Ленинградская область	Бокситогорский муниципальный район	Пикалево	г	59.51305556	34.17722222
91788	Свердловская область	Кировградский городской округ	Кировград	г	57.4325	60.06277778
3328	Республика Башкортостан	Баймакский	Баймак	г	52.59138889	58.31111111
66771	Пензенская область	Никольский район	Никольск	г	53.71305556	46.08277778
114264	Московская область	Ногинский	Электроугли	г	55.71638889	38.22083333
1144	Республика Бурятия	Кяхтинский район	Кяхта	г	50.34666667	106.4533333
100213	Волгоградская область	Котельниковский район	Котельниково	г	47.63166667	43.1425
115897	Республика Марий Эл	Козьмодемьянск	Козьмодемьянск	г	56.33333333	46.54666667
5667	Свердловская область	Нижнетуринский городской округ	Нижняя Тура	г	58.63111111	59.85222222
126955	Воронежская область	Бобровский район	Бобров	г	51.09027778	40.03194444
136403	Сахалинская область	городской округ Охинский	Оха	г	53.58444444	142.9472222
119666	Кабардино-Балкарская республика	Эльбрусский район	Тырныауз	г	43.39805556	42.92138889
6094	Кемеровская область	Калтанский	Калтан	г	53.52111111	87.27722222
90024	Пензенская область	Нижнеломовский район	Нижний Ломов	г	53.53	43.67361111
13542	Псковская область	Островский район	Остров	г	57.34527778	28.34388889
71710	Тверская область	Бежецкий район	Бежецк	г	57.78555556	36.69388889
78856	Свердловская область	Сысертский городской округ	Сысерть	г	56.50055556	60.81888889
14542	Иркутская область	Братский район	Вихоревка	г	56.12083333	101.1702778
136579	Пермский край	Осинский район	Оса	г	57.28888889	55.46916667
120851	Московская область	Черноголовка	Черноголовка	г	56.01	38.37916667
58290	Ростовская область	Город Зверево	Зверево	г	48.04361111	40.12638889
113941	Мурманская область	Городской округ город Оленегорск с подведомственной территорией	Оленегорск	г	68.14194444	33.26694444
115672	Карачаево-Черкесская республика	Карачаевск	Карачаевск	г	43.77305556	41.91444444
79671	Красноярский край	Боготол	Боготол	г	56.21	89.53
114793	Новосибирская область	Тогучинский район	Тогучин	г	55.23805556	84.40277778
93106	Нижегородская область	Лысковский район	Лысково	г	56.02638889	45.03583333
47578	Московская область	Рошаль	Рошаль	г	55.66333333	39.86555556
151531	Тверская область	Бологовский район	Бологое	г	57.88555556	34.05388889
38589	Московская область	Сергиево-Посадский	Хотьково	г	56.25222222	37.97861111
137479	Рязанская область	Ряжский район	Ряжск	г	53.70888889	40.06277778
119258	Ямало-Ненецкий автономный округ	Пуровский муниципальный район	Тарко-Сале	г	64.91194444	77.76111111
104545	Московская область	Ногинский	Старая Купавна	г	55.81083333	38.17361111
139250	Московская область	Орехово-Зуевский	Куровское	г	55.57916667	38.92083333
89588	Камчатский край	Вилючинский городской округ	Вилючинск	г	52.90694444	158.4183333
116805	Волгоградская область	Котовский район	Котово	г	50.32194444	44.80138889
137519	Республика Татарстан	Менделеевский район	Менделеевск	г	55.89527778	52.31444444
141176	Калининградская область	Город Светловский	Светлый	г	54.6775	20.13583333
55322	Красноярский край	Таймырский Долгано-Ненецкий район	Дудинка	г	69.40555556	86.17777778
124495	Республика Татарстан	Бавлинский район	Бавлы	г	54.40638889	53.24583333
61118	Пермский край	Верещагинский район	Верещагино	г	58.07972222	54.65805556
112253	Ростовская область	Семикаракорский	Семикаракорск	г	47.51777778	40.81138889
120954	Архангельская область	Вельский муниципальный район	Вельск	г	61.06583333	42.10333333
43453	Краснодарский край	Апшеронский район	Хадыженск	г	44.41222222	39.53194444
137567	Московская область	Электрогорск	Электрогорск	г	55.88305556	38.78583333
145179	Ленинградская область	Гатчинский муниципальный район	Коммунар	г	59.62166667	30.39361111
155240	Челябинская область	Усть-Катавский	Усть-Катав	г	54.93027778	58.17472222
34056	Московская область	Лосино-Петровский	Лосино-Петровский	г	55.87138889	38.20055556
91043	Саратовская область	Красноармейский район	Красноармейск	г	51.02361111	45.695
74414	Ставропольский край	Лермонтов	Лермонтов	г	44.10527778	42.97305556
132148	Омская область	Калачинский район	Калачинск	г	55.05166667	74.57833333
89798	Московская область	Бронницы	Бронницы	г	55.42555556	38.26416667
149236	Кемеровская область	Гурьевский район	Гурьевск	г	54.28583333	85.9475
23507	Московская область	Одинцовский	Кубинка	г	55.56194444	36.70388889
49121	Омская область	Исилькульский район	Исилькуль	г	54.90916667	71.26722222
133265	Кировская область	Омутнинский район	Омутнинск	г	58.66972222	52.18944444
52251	Амурская область	Зея	Зея	г	53.73416667	127.2658333
103477	Брянская область	Унечский район	Унеча	г	52.84305556	32.67805556
9208	Иркутская область	Нижнеилимский район	Железногорск-Илимский	г	56.58472222	104.1141667
136715	Забайкальский край	Борзинский район	Борзя	г	50.3875	116.5236111
59159	Республика Саха (Якутия)	Ленский	Ленск	г	60.72444444	114.9283333
89092	Свердловская область	городской округ Красноуральск	Красноуральск	г	58.34861111	60.04083333
7390	Томская область	Колпашевский район	Колпашево	г	58.31138889	82.90277778
138180	Республика Бурятия	Северобайкальск	Северобайкальск	г	55.63611111	109.3355556
27755	Оренбургская область	Кувандык	Кувандык	г	51.47861111	57.36111111
70336	Московская область	Волоколамский	Волоколамск	г	56.03583333	35.95861111
1046	Новосибирская область	Татарск	Татарск	г	55.21444444	75.97416667
19216	Тамбовская область	Город Уварово	Уварово	г	51.97694444	42.25305556
90628	Свердловская область	городской округ Среднеуральск	Среднеуральск	г	56.99194444	60.47722222
140825	Республика Башкортостан	Давлекановский	Давлеканово	г	54.22277778	55.03138889
88601	Кемеровская область	Таштагольский район	Таштагол	г	52.75944444	87.84777778
121504	Хабаровский край	Советско-Гаванский	Советская Гавань	г	48.96638889	140.285
74562	Кировская область	Котельничский район	Котельнич	г	58.30333333	48.3475
26542	Воронежская область	Бутурлиновский район	Бутурлиновка	г	50.83527778	40.58472222
3956	Волгоградская область	Калачёвский район	Калач-на-Дону	г	48.69277778	43.52416667
155464	Томская область	Асиновский район	Асино	г	56.99083333	86.17638889
79962	Свердловская область	Невьянский городской округ	Невьянск	г	57.49111111	60.21833333
87553	Белгородская область	Яковлевский район	Строитель	г	50.78444444	36.48861111
41868	Воронежская область	Павловский район	Павловск	г	50.45333333	40.13694444
33838	Костромская область	Город Нерехта и Нерехтский район	Нерехта	г	57.45444444	40.5725
55393	Республика Крым	Армянск	Армянск	г	46.10583333	33.69111111
90723	Московская область	Зарайский	Зарайск	г	54.75694444	38.87472222
126305	Саратовская область	Аткарский район	Аткарск	г	51.87361111	45.00027778
58126	Ивановская область	Родниковский район	Родники	г	57.10722222	41.73333333
80401	Республика Крым	Саки	Саки	г	45.12555556	33.59444444
111886	Оренбургская область	Медногорск	Медногорск	г	51.40388889	57.58333333
126756	Ненецкий автономный округ	Город Нарьян-Мар	Нарьян-Мар	г	67.63805556	53.00694444
52738	Кемеровская область	Тайгинский	Тайга	г	56.065	85.63111111
22899	Ставропольский край	Город-курорт Железноводск	Железноводск	г	44.13194444	43.03055556
89139	Ставропольский край	Ипатовский район	Ипатово	г	45.71833333	42.89694444
8204	Приморский край	Городской округ Партизанский	Партизанск	г	43.12805556	133.1263889
91006	Курганская область	Шумихинский район	Шумиха	г	55.22805556	63.29027778
109848	Ставропольский край	Нефтекумский район	Нефтекумск	г	44.75444444	44.98666667
116735	Ленинградская область	Кировский муниципальный район	Отрадное	г	59.7725	30.79888889
30515	Тульская область	Кимовский район	Кимовск	г	53.96972222	38.53805556
5944	Рязанская область	Город Сасово	Сасово	г	54.34388889	41.92083333
60004	Республика Башкортостан	Янаульский	Янаул	г	56.265	54.92972222
36872	Московская область	Озёры	Озеры	г	54.85388889	38.55972222
43412	Ростовская область	Морозовский	Морозовск	г	48.35111111	41.83083333
107758	Тюменская область	Заводоуковский район	Заводоуковск	г	56.50083333	66.54833333
139227	Оренбургская область	Соль-Илецкий городской округ	Соль-Илецк	г	51.16194444	54.98027778
18644	Кемеровская область	Полысаевский	Полысаево	г	54.60555556	86.28083333
98520	Ямало-Ненецкий автономный округ	Лабытнанги	Лабытнанги	г	66.65944444	66.38833333
117875	Тульская область	Киреевский район	Киреевск	г	53.93194444	37.92222222
41194	Ставропольский край	Кировский район	Новопавловск	г	43.9575	43.63194444
