id	region	municipality	settlement	type	latitude_dd	longitude_dd
19834	Республика Мордовия	Саранск	Саранск	г	54.18722222	45.18361111
101832	Республика Саха (Якутия)	Город Якутск	Якутск	г	62.03916667	129.7358333
100864	Республика Северная Осетия - Алания	Владикавказ	Владикавказ	г	43.02055556	44.68194444
36292	Курганская область	Курган	Курган	г	55.45444444	65.32194444
63069	Волгоградская область	Город Волжский	Волжский	г	48.79777778	44.74611111
89168	Смоленская область	Город Смоленск	Смоленск	г	54.79416667	32.055
41760	Калужская область	город Калуга	Калуга	г	54.53583333	36.24833333
20559	Санкт-Петербург	Московский	Санкт-Петербург	г	59.93916667	30.31583333
133204	Санкт-Петербург	Кировский	Санкт-Петербург	г	59.93916667	30.31583333
152501	Санкт-Петербург	Красногвардейский	Санкт-Петербург	г	59.93916667	30.31583333
72590	Краснодарский край	Город-курорт Сочи	Сочи	г	43.58555556	39.72305556
18328	Архангельская область	Архангельск	Архангельск	г	64.54305556	40.53722222
113943	Забайкальский край	Чита	Чита	г	52.03388889	113.4994444
94062	Республика Крым	Симферополь	Симферополь	г	44.94833333	34.10027778
13351	Владимирская область	Город Владимир	Владимир	г	56.13333333	40.41666667
137657	Свердловская область	город Нижний Тагил	Нижний Тагил	г	57.9075	59.97222222
146332	Санкт-Петербург	Красносельский	Санкт-Петербург	г	59.93916667	30.31583333
89577	Ханты-Мансийский автономный округ - Югра	Сургут	Сургут	г	61.25416667	73.39611111
125260	Белгородская область	Городской округ Белгород	Белгород	г	50.5975	36.58888889
134655	Севастополь	город Севастополь	Севастополь	г	44.61666667	33.52555556
150355	Брянская область	Город Брянск	Брянск	г	53.24277778	34.36666667
84902	Ивановская область	Город Иваново	Иваново	г	57.00027778	40.97388889
10779	Санкт-Петербург	Фрунзенский	Санкт-Петербург	г	59.93916667	30.31583333
32535	Челябинская область	Магнитогорский	Магнитогорск	г	53.40722222	58.97916667
118763	Тверская область	Город Тверь	Тверь	г	56.85861111	35.92083333
132065	Ставропольский край	Ставрополь	Ставрополь	г	45.04444444	41.96916667
31128	Республика Бурятия	Улан-Удэ	Улан-Удэ	г	51.83444444	107.5844444
90421	Курская область	Город Курск	Курск	г	51.73027778	36.19277778
6126	Калининградская область	Город Калининградский	Калининград	г	54.7	20.45
30111	Чувашская республика	Чебоксары	Чебоксары	г	56.13861111	47.24
141997	Санкт-Петербург	Выборгский	Санкт-Петербург	г	59.93916667	30.31583333
140118	Кировская область	Киров	Киров	г	58.60361111	49.66388889
61693	Санкт-Петербург	Невский	Санкт-Петербург	г	59.93916667	30.31583333
64109	Липецкая область	Город Липецк	Липецк	г	52.60416667	39.59361111
11067	Пензенская область	Пенза	Пенза	г	53.2	45
25270	Республика Татарстан	Набережные Челны	Набережные Челны	г	55.74361111	52.39583333
43330	Санкт-Петербург	Калининский	Санкт-Петербург	г	59.93916667	30.31583333
112283	Рязанская область	Город Рязань	Рязань	г	54.62944444	39.7425
61674	Тульская область	Город Тула	Тула	г	54.19388889	37.61583333
29342	Санкт-Петербург	Приморский	Санкт-Петербург	г	59.93916667	30.31583333
143839	Кемеровская область	Новокузнецкий	Новокузнецк	г	53.7575	87.13611111
135056	Кемеровская область	Кемеровский	Кемерово	г	55.35416667	86.08972222
17134	Оренбургская область	Оренбург	Оренбург	г	51.76833333	55.09694444
94647	Томская область	Томск	Томск	г	56.48861111	84.95222222
88117	Республика Дагестан	Махачкала	Махачкала	г	42.98305556	47.50472222
25644	Ярославская область	Город Ярославль	Ярославль	г	57.62638889	39.89333333
107195	Хабаровский край	город Хабаровск	Хабаровск	г	48.4725	135.0577778
17088	Иркутская область	Иркутск	Иркутск	г	52.28638889	104.2805556
79550	Ульяновская область	Ульяновск	Ульяновск	г	54.3125	48.39555556
104642	Приморский край	Владивостокский	Владивосток	г	43.11527778	131.8852778
143410	Алтайский край	Барнаул	Барнаул	г	53.34805556	83.78
94774	Удмуртская республика	Ижевск	Ижевск	г	56.84972222	53.20722222
71637	Самарская область	Тольятти	Тольятти	г	53.50888889	49.41916667
42250	Тюменская область	Тюмень	Тюмень	г	57.15361111	65.54222222
45598	Москва	Центральный	Москва	г	55.75388889	37.62027778
117124	Саратовская область	Саратов	Саратов	г	51.53305556	46.03416667
64535	Краснодарский край	Город Краснодар	Краснодар	г	45.04027778	38.97611111
66546	Москва	Северо-Западный	Москва	г	55.75388889	37.62027778
144090	Волгоградская область	Город Волгоград	Волгоград	г	48.71055556	44.51666667
98152	Пермский край	Пермь	Пермь	г	58.01027778	56.23416667
40267	Воронежская область	город Воронеж	Воронеж	г	51.66166667	39.20027778
97099	Красноярский край	Красноярск	Красноярск	г	56.01055556	92.8525
61611	Ростовская область	Город Ростов-на-Дону	Ростов-на-Дону	г	47.2225	39.71861111
136851	Челябинская область	Челябинский	Челябинск	г	55.15972222	61.4025
149423	Самарская область	Самара	Самара	г	53.19555556	50.10166667
37223	Москва	Северный	Москва	г	55.75388889	37.62027778
114784	Омская область	Омск	Омск	г	54.99222222	73.36833333
133399	Республика Татарстан	Казань	Казань	г	55.79861111	49.10638889
98058	Нижегородская область	Нижний Новгород	Нижний Новгород	г	56.32694444	44.00611111
107139	Москва	Западный	Москва	г	55.75388889	37.62027778
152742	Москва	Юго-Восточный	Москва	г	55.75388889	37.62027778
89770	Москва	Северо-Восточный	Москва	г	55.75388889	37.62027778
91315	Москва	Юго-Западный	Москва	г	55.75388889	37.62027778
148112	Москва	Восточный	Москва	г	55.75388889	37.62027778
35772	Свердловская область	муниципальное образование «город Екатеринбург»	Екатеринбург	г	56.83861111	60.60555556
38743	Новосибирская область	Новосибирск	Новосибирск	г	55.02833333	82.92333333
155604	Москва	Южный	Москва	г	55.75388889	37.62027778
